"action_type","type","id","visible","version","changeset","timestamp","user","uid","lat","lon"
"modify","node","5628801435",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8627612","-4.2314288"
"modify","node","5628801436",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8627950","-4.2315864"
"modify","node","5628801444",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8186534","-4.3177423"
"modify","node","5628801445",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8188038","-4.3179958"
"modify","node","5628801449",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8198538","-4.2893270"
"modify","node","5633841071",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0307310","-4.0839117"
"modify","node","5654110515",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9552500","-4.3611920"
"modify","node","5654110519",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9419260","-4.3434450"
"modify","node","5654113624",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9288791","-4.3283017"
"modify","node","5654113626",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9289786","-4.3280606"
"modify","node","5667350880",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9884416","-4.2757915"
"modify","node","5672126827",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0810240","-4.3277750"
"modify","node","5672126847",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0432022","-4.4891308"
"modify","node","5682496611",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0378220","-4.2517980"
"modify","node","5682498737",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0740443","-4.3097657"
"modify","node","5682498796",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0858652","-4.3213842"
"modify","node","5830707577",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9837102","-4.0732299"
"modify","node","5842538840",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3355000","-4.2858216"
"modify","node","5934424356",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.1799084","-2.7351757"
"modify","node","6390858789",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9920186","-4.1204177"
"modify","node","6574444855",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8711973","-4.1024780"
"modify","node","6768978966",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8555890","-3.8526121"
"modify","node","7075791955",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0807152","-4.3260601"
"modify","node","8098760327",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8986210","-3.9096740"
"modify","node","8121355041",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9676290","-3.9364700"
"modify","node","8567463355",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4810082","-4.4953569"
"modify","node","8567463374",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.1975304","-4.0921396"
"modify","node","8567477728",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.7213670","-3.9671570"
"modify","node","8567477804",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8570140","-3.8583680"
"modify","node","9799571337",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8568800","-3.8652940"
"modify","node","10284736113",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4808126","-4.4952677"
"modify","node","11137710503",TRUE,18,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.7214000","-3.9671400"
"modify","node","841781977",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6451140","-3.9481600"
"modify","node","2184421891",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3392868","-4.2592277"
"modify","node","2184524069",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.2341908","-4.4984446"
"modify","node","2184594777",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.1802329","-4.2349869"
"modify","node","2185609300",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3591140","-4.7799078"
"modify","node","2185621612",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3548342","-4.6741963"
"modify","node","2185646670",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4337357","-4.7305140"
"modify","node","2188983836",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5957538","-4.5601410"
"modify","node","2188983858",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5878995","-4.5748733"
"modify","node","2190180962",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6262754","-4.5143640"
"modify","node","2190180965",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6163646","-4.5505969"
"modify","node","2192725518",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5030170","-4.3026114"
"modify","node","2192725519",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5019808","-4.3017527"
"modify","node","2192770393",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6521586","-4.1934185"
"modify","node","5615266939",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8376721","-4.1919527"
"modify","node","5615266941",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8323720","-4.1688676"
"modify","node","5615266942",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8262110","-4.1659118"
"modify","node","5615266943",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8205967","-4.1662833"
"modify","node","5615266945",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8124394","-4.1791284"
"modify","node","5615266950",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8033359","-4.1955335"
"modify","node","5615266951",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8021262","-4.2162019"
"modify","node","5617946667",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.7976377","-4.2850837"
"modify","node","5617946697",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8060490","-4.3723630"
"modify","node","5624797993",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.7979970","-4.2711000"
"modify","node","5628688295",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8367202","-4.2850944"
"modify","node","5628688296",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8371001","-4.2852527"
"modify","node","5628688299",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8448574","-4.2772356"
"modify","node","5628688301",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8460725","-4.2656538"
"modify","node","5628688303",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8492208","-4.2497242"
"modify","node","5628688305",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8499138","-4.2489342"
"modify","node","5628801432",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8564850","-4.2413730"
"modify","node","5628801433",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8566100","-4.2415490"
"modify","node","5661491953",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9305349","-4.2295253"
"modify","node","5661491962",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9552310","-4.3612160"
"modify","node","5667022441",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0235548","-4.5384464"
"modify","node","7986259183",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8756463","-4.1056246"
"modify","node","8098673753",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8705690","-3.9071280"
"modify","node","8121640579",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9085129","-3.9186039"
"modify","node","8137899546",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.2770420","-3.5763840"
"modify","node","8567477548",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4506718","-4.4661329"
"modify","node","9219016345",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4092600","-4.4816700"
"modify","node","9219016400",TRUE,19,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4060400","-4.4790730"
"modify","node","343666782",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.7959682","-4.2805836"
"modify","node","383885199",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8198714","-4.2886497"
"modify","node","717559725",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3819125","-4.4895595"
"modify","node","717560355",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4357090","-4.5051117"
"modify","node","717561393",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3820831","-4.4895047"
"modify","node","2093693216",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4549873","-4.2566001"
"modify","node","2093693217",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4554324","-4.2576854"
"modify","node","2093693222",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4608015","-4.2659531"
"modify","node","2103076039",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8447568","-4.2769920"
"modify","node","2184421836",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3290240","-4.2425481"
"modify","node","2184421842",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3230076","-4.2972830"
"modify","node","2184421935",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3540405","-4.2559617"
"modify","node","2184421941",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3541040","-4.2558619"
"modify","node","2184559103",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.2768671","-4.4931573"
"modify","node","2184571291",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3151735","-4.5488649"
"modify","node","2188931073",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5515511","-4.6983467"
"modify","node","2190180942",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6282448","-4.5273955"
"modify","node","2190180944",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6232254","-4.5174216"
"modify","node","2190180948",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6203645","-4.5170788"
"modify","node","2190180954",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6187023","-4.5562823"
"modify","node","2190225742",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5471482","-4.5056119"
"modify","node","2190231737",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5148530","-4.5012640"
"modify","node","2190231769",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4940935","-4.5021628"
"modify","node","2190231776",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4939717","-4.5019905"
"modify","node","2190231796",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5089432","-4.5065936"
"modify","node","2192521908",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6288921","-4.3015020"
"modify","node","2192725539",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4789991","-4.2876380"
"modify","node","2192794972",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4056410","-4.0787010"
"modify","node","2192794983",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.2159071","-4.0502088"
"modify","node","3703575125",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8739005","-3.9175195"
"modify","node","4861896687",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0913405","-4.3360064"
"modify","node","5588677383",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8003445","-4.2204145"
"modify","node","5615266948",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8050510","-4.1870785"
"modify","node","5615266949",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8031270","-4.1892950"
"modify","node","5615266952",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8004610","-4.2206800"
"modify","node","5617946672",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8016649","-4.2966380"
"modify","node","5617946702",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8176466","-4.3763579"
"modify","node","5672126856",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0253830","-4.5365847"
"modify","node","5672126857",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0252783","-4.5366714"
"modify","node","5682496594",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0170968","-4.2098817"
"modify","node","5852376052",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9937271","-4.1044363"
"modify","node","6700659535",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0933215","-4.3303272"
"modify","node","8108861363",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8813914","-3.9194225"
"modify","node","8567477803",TRUE,20,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8570140","-3.8583680"
"modify","node","330728895",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9890328","-4.0992421"
"modify","node","353975154",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8209809","-4.2640031"
"modify","node","368920689",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.7986020","-4.3714592"
"modify","node","717560181",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3967861","-4.4206988"
"modify","node","717561188",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4071983","-4.5096123"
"modify","node","717561533",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4359164","-4.5055526"
"modify","node","2036064394",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4189950","-4.4444240"
"modify","node","2103419960",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8427396","-4.2812571"
"modify","node","2185609302",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3595870","-4.7638300"
"modify","node","2185646673",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4347080","-4.7149090"
"modify","node","2188931072",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5516030","-4.6988069"
"modify","node","2190180955",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6189783","-4.5560329"
"modify","node","2190225741",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5453679","-4.5047778"
"modify","node","2190231703",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4978242","-4.5040051"
"modify","node","2190231730",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5148716","-4.5010412"
"modify","node","2192595505",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5731169","-4.3202503"
"modify","node","5142596053",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5787250","-3.8291140"
"modify","node","5431611252",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8013100","-4.3599850"
"modify","node","5602291799",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8038100","-4.2044423"
"modify","node","5617946704",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8233062","-4.3566665"
"modify","node","5628688298",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8431690","-4.2806300"
"modify","node","5628688300",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8459640","-4.2650990"
"modify","node","5628801442",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8135562","-4.3378226"
"modify","node","5682498731",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0627076","-4.2791525"
"modify","node","5916585714",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9720120","-4.0909510"
"modify","node","8121640578",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9084367","-3.9187575"
"modify","node","8567477806",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8581290","-3.8783460"
"modify","node","9219016344",TRUE,21,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4093515","-4.4821893"
"modify","node","286328103",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3907032","-4.4358632"
"modify","node","369605710",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9816718","-4.0958800"
"modify","node","369605712",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9815093","-4.0960238"
"modify","node","717558701",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4071846","-4.5101823"
"modify","node","717559468",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4104601","-4.5321731"
"modify","node","717560918",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3818733","-4.3499186"
"modify","node","907128940",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4907766","-4.5746238"
"modify","node","2184421884",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3652035","-4.2585881"
"modify","node","2184421947",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3279287","-4.2659224"
"modify","node","2184596808",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.2923657","-4.2677078"
"modify","node","2190196131",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6083840","-4.5088027"
"modify","node","2192628280",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5338667","-4.3728188"
"modify","node","3194292921",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5788297","-3.8297348"
"modify","node","5590056633",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8512637","-4.2031959"
"modify","node","5590056635",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8477844","-4.2010126"
"modify","node","5590056636",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8477988","-4.2007953"
"modify","node","5590056641",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8297377","-4.1867164"
"modify","node","5615266940",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8320884","-4.1749991"
"modify","node","5617946663",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.7960507","-4.2803912"
"modify","node","5617946668",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.7977724","-4.2852587"
"modify","node","5617946703",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8232171","-4.3567577"
"modify","node","5627149443",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8222620","-4.2453650"
"modify","node","5628801443",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8137411","-4.3379933"
"modify","node","5634044346",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.2755352","-3.5756216"
"modify","node","5636066250",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9851961","-4.0985831"
"modify","node","5682498732",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0622210","-4.2788140"
"modify","node","6462211485",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8866350","-3.9880110"
"modify","node","7332255330",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8664287","-3.9024263"
"modify","node","8122228092",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9675980","-3.9393800"
"modify","node","8567463361",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4071432","-4.4794457"
"modify","node","11675989832",TRUE,22,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3871922","-4.4830827"
"modify","node","337856683",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9947049","-4.1111560"
"modify","node","360976606",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9873536","-4.1288229"
"modify","node","717560646",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3819881","-4.3498900"
"modify","node","917960237",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.7235220","-3.9816500"
"modify","node","1095164488",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9631520","-4.0836050"
"modify","node","1228570439",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9719457","-4.0917851"
"modify","node","2021289731",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4309261","-4.4678547"
"modify","node","2185609307",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3599800","-4.7712657"
"modify","node","4722484101",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8553753","-3.7476465"
"modify","node","4722499597",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8553150","-3.7473310"
"modify","node","4969302957",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8323929","-4.1684623"
"modify","node","5588677377",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8052780","-4.1873816"
"modify","node","5588677381",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8030390","-4.1892670"
"modify","node","5588677382",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8020482","-4.2160778"
"modify","node","5588677384",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.7960621","-4.2183920"
"modify","node","5590056637",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8376573","-4.1920827"
"modify","node","5590056639",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8349773","-4.1895179"
"modify","node","5590056640",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8295779","-4.1866179"
"modify","node","5590056642",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8261495","-4.1660886"
"modify","node","5590056643",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8204168","-4.1661375"
"modify","node","5672125115",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0934028","-4.3304587"
"modify","node","6475738945",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8580453","-3.8784446"
"modify","node","6713071377",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5930462","-4.5635031"
"modify","node","6955817194",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8620748","-3.8879061"
"modify","node","8014116467",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.2786390","-3.5500630"
"modify","node","8211407738",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.5791930","-3.8292549"
"modify","node","8567477547",TRUE,23,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4503856","-4.4652477"
"modify","node","717560341",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4063900","-4.4847990"
"modify","node","2190231709",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.4993265","-4.5060731"
"modify","node","4729342889",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8892235","-3.9175697"
"modify","node","4970212271",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8158707","-4.1740095"
"modify","node","5604187648",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8749357","-4.2200783"
"modify","node","5604187650",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9084324","-4.1923928"
"modify","node","5604187656",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9087748","-4.1935565"
"modify","node","8108861377",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8781890","-3.9198100"
"modify","node","8117397490",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8640479","-3.8997550"
"modify","node","8117397494",TRUE,24,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8640955","-3.8989363"
"modify","node","286305020",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3971268","-4.4362820"
"modify","node","319621629",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9967150","-4.1001440"
"modify","node","717560442",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.3847661","-4.4805258"
"modify","node","1079990060",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9846937","-4.0986965"
"modify","node","2190196134",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.6113192","-4.5118138"
"modify","node","4568920134",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.0234097","-4.5382879"
"modify","node","4970212275",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8122971","-4.1790184"
"modify","node","5588677388",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8037040","-4.2045790"
"modify","node","5590056631",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8628564","-4.2247352"
"modify","node","5590056632",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8629407","-4.2246376"
"modify","node","5590056634",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8512950","-4.2031071"
"modify","node","5590056638",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8348528","-4.1896193"
"modify","node","5604187649",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8777850","-4.2172780"
"modify","node","5604187655",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8777505","-4.2175215"
"modify","node","5634044345",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.2762790","-3.5756870"
"modify","node","5661444091",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.9941433","-4.0906198"
"modify","node","6082335140",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","48.7088023","-3.9837806"
"modify","node","7332255328",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8664170","-3.9021610"
"modify","node","8116952477",TRUE,25,"171480283",2025-09-05 06:05:24,"mga_geo","341930","47.8893040","-3.9177510"
